Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
Tether,USDT,01-01-2021,1.00205189,1.00060839,1.00061396,1.00191574,60509986287,21116011795
Tether,USDT,02-01-2021,1.00199059,0.99954111,1.00188832,1.0006002,87333964442,21218363937
Tether,USDT,03-01-2021,1.00190156,0.99916854,1.00042664,1.00051411,1.20426E+11,21340101768
Tether,USDT,04-01-2021,1.0029941,0.99943026,1.00049973,1.00012776,1.25906E+11,21811422497
Tether,USDT,05-01-2021,1.00283236,0.99984354,1.00017423,1.00220227,1.01919E+11,21864181371
Tether,USDT,06-01-2021,1.00282545,0.99956762,1.00222888,1.00152781,1.16105E+11,22154599221
Tether,USDT,07-01-2021,1.00257323,0.99906962,1.00144824,1.00040027,1.29468E+11,22855554470
Tether,USDT,08-01-2021,1.00117783,0.99913464,1.00036485,1.00004467,1.31556E+11,23457770452
Tether,USDT,09-01-2021,1.00315654,0.99963695,1.0000139,1.00294675,1.03292E+11,23729547866
Tether,USDT,10-01-2021,1.00292646,0.99853964,1.00292441,1.00022348,1.35438E+11,24229726419
Tether,USDT,11-01-2021,1.00109006,0.99395274,1.00025212,1.000587,1.80779E+11,24286060230
Tether,USDT,12-01-2021,1.00128905,0.99902842,1.00059236,1.0004137,1.1751E+11,24242336790
Tether,USDT,13-01-2021,1.00106043,0.99922581,1.00049148,1.00001738,98217076295,24236239233
Tether,USDT,14-01-2021,1.00086978,0.99892168,1.00001983,0.99896425,97567813514,24234096940
Tether,USDT,15-01-2021,1.00016723,0.99856421,0.99897724,0.9998454,1.12215E+11,24244384051
Tether,USDT,16-01-2021,1.00153245,0.99942425,0.99983548,1.00019482,1.01604E+11,24294865189
Tether,USDT,17-01-2021,1.0007231,0.99921225,1.00022702,1.00041395,91132972168,24335202163
Tether,USDT,18-01-2021,1.00113209,0.99984074,1.0004119,1.00080354,81024209658,24371700755
Tether,USDT,19-01-2021,1.0022762,1.00009151,1.00076878,1.00043557,1.03735E+11,24365241025
Tether,USDT,20-01-2021,1.00085535,0.99886078,1.00041317,1.00068566,1.15894E+11,24764314271
Tether,USDT,21-01-2021,1.00081871,0.99814411,1.00069652,0.99969564,1.25636E+11,24821289308
Tether,USDT,22-01-2021,1.00161124,0.99926046,0.99975422,1.00134975,1.21549E+11,24762073399
Tether,USDT,23-01-2021,1.00190705,1.00047971,1.00136162,1.00055499,80722167203,24790145471
Tether,USDT,24-01-2021,1.00312718,1.00027588,1.00055496,1.00141652,84413124756,24852549111
Tether,USDT,25-01-2021,1.00207027,0.99965072,1.00145387,0.99997087,1.01159E+11,24915669100
Tether,USDT,26-01-2021,1.00182632,0.99991637,0.99995289,1.00108122,1.01648E+11,25000596908
Tether,USDT,27-01-2021,1.00220415,1.00040674,1.00110222,1.0017644,1.05902E+11,25241343727
Tether,USDT,28-01-2021,1.0023355,1.00076526,1.00177441,1.0015432,1.0409E+11,25441086456
Tether,USDT,29-01-2021,1.00322349,1.00000831,1.00129692,1.00048592,1.83671E+11,25361027162
Tether,USDT,30-01-2021,1.00133279,0.99991068,1.0004829,1.00124331,1.15649E+11,26373892015
Tether,USDT,31-01-2021,1.00131228,1.0002615,1.0012196,1.00080766,1.01328E+11,26451988954
Tether,USDT,01-02-2021,1.00116242,0.99969764,1.00083795,1.00064511,1.17812E+11,26618802808
Tether,USDT,02-02-2021,1.00178466,1.00036746,1.00064521,1.00142744,1.12355E+11,26789427696
Tether,USDT,03-02-2021,1.00232627,1.00078638,1.0013888,1.00101337,1.06217E+11,27049305333
Tether,USDT,04-02-2021,1.00153197,1.00050886,1.00098906,1.00080374,1.30071E+11,27447659384
Tether,USDT,05-02-2021,1.00157361,0.99996216,1.00078791,1.00013137,1.16242E+11,27792866868
Tether,USDT,06-02-2021,1.00216331,1.00006817,1.0001269,1.00112928,1.21039E+11,28259209039
Tether,USDT,07-02-2021,1.00148161,1.00030795,1.00112442,1.0012114,1.30349E+11,28640986239
Tether,USDT,08-02-2021,1.00314326,1.00029068,1.00124059,1.00104401,1.56718E+11,28801870407
Tether,USDT,09-02-2021,1.00288222,1.00043846,1.00108218,1.00123164,1.55577E+11,29791218141
Tether,USDT,10-02-2021,1.00170327,1.00032326,1.00126755,1.00072171,1.67295E+11,30322433016
Tether,USDT,11-02-2021,1.0013157,1.00024045,1.0007012,1.00036728,1.44659E+11,30738990767
Tether,USDT,12-02-2021,1.00184313,1.00015049,1.00046702,1.00169203,1.47107E+11,31194081728
Tether,USDT,13-02-2021,1.00206537,0.99994033,1.00170247,1.00082786,1.5312E+11,31614848889
Tether,USDT,14-02-2021,1.00122839,1.00011846,1.00080263,1.00074601,1.38354E+11,32031576070
Tether,USDT,15-02-2021,1.00099283,0.9996939,1.00078671,1.0002501,1.62694E+11,32097723612
Tether,USDT,16-02-2021,1.00059632,0.99941074,1.00026304,1.00040306,1.41033E+11,32253692839
Tether,USDT,17-02-2021,1.00127235,0.99980307,1.00034103,1.00037046,1.3915E+11,32428113699
Tether,USDT,18-02-2021,1.00078845,0.99953075,1.00036182,1.00001932,94966568287,33138979946
Tether,USDT,19-02-2021,1.00069846,0.99919106,1.00004478,1.0002009,1.1365E+11,33537929874
Tether,USDT,20-02-2021,1.0005345,0.99949607,1.00022831,1.0000679,1.37486E+11,34125152335
Tether,USDT,21-02-2021,1.00082511,0.99976571,1.0000795,1.00033184,1.02446E+11,34268903481
Tether,USDT,22-02-2021,1.00047338,0.99897842,1.00031231,1.00011129,1.6969E+11,34454369301
Tether,USDT,23-02-2021,1.00054249,0.99741253,1.00016808,1.00003241,1.95965E+11,34762222903
Tether,USDT,24-02-2021,1.00088168,0.99953792,0.99999507,1.00075732,1.29007E+11,34910214475
Tether,USDT,25-02-2021,1.00120712,0.99979456,1.00074646,1.00014857,1.05464E+11,34927984531
Tether,USDT,26-02-2021,1.0003792,0.99872611,1.00007483,0.99999365,1.24624E+11,35009955967
Tether,USDT,27-02-2021,1.00131056,0.9993741,0.99996024,1.00117772,94710037977,35024034646
Tether,USDT,28-02-2021,1.00248425,1.00083345,1.00122148,1.00211533,1.0649E+11,35051423320
Tether,USDT,01-03-2021,1.00233204,1.00040867,1.00208681,1.00040867,96252860017,35068760205
Tether,USDT,02-03-2021,1.00106214,1.00029166,1.00041759,1.00102174,92797362841,35458580808
Tether,USDT,03-03-2021,1.00109867,0.99997839,1.00103968,1.00041737,94786928488,35886328358
Tether,USDT,04-03-2021,1.00085869,0.9995901,1.00039767,1.00007396,1.03245E+11,36266584108
Tether,USDT,05-03-2021,1.0009218,0.99983896,1.00005154,1.00081852,87483469989,36394667328
Tether,USDT,06-03-2021,1.00095099,0.99928243,1.00078212,1.00018976,66739320404,36438046373
Tether,USDT,07-03-2021,1.00059702,1.00000467,1.00012684,1.00031792,70107811561,36472973682
Tether,USDT,08-03-2021,1.00078654,1.00014083,1.00031302,1.0004318,88859705060,36482628339
Tether,USDT,09-03-2021,1.00084211,1.00012107,1.00041949,1.00066846,95447392493,36818376521
Tether,USDT,10-03-2021,1.00094874,1.00019862,1.00068145,1.00052624,94996172814,37086634927
Tether,USDT,11-03-2021,1.00069425,0.99993207,1.00060002,1.0005828,93576067866,37514467151
Tether,USDT,12-03-2021,1.00069888,0.99988142,1.00055405,1.00034254,99392797660,38119626345
Tether,USDT,13-03-2021,1.00078036,0.99928575,1.00036226,0.99984543,1.05302E+11,38224664052
Tether,USDT,14-03-2021,1.00034263,0.99947377,0.99983038,0.99979069,83527066354,38235568475
Tether,USDT,15-03-2021,1.00101929,0.99940588,0.99983496,1.00037388,1.10958E+11,38529973461
Tether,USDT,16-03-2021,1.00072342,0.99921562,1.00035879,1.00005832,1.01176E+11,38647978371
Tether,USDT,17-03-2021,1.00231711,0.99908311,1.00003691,0.99908311,94297363539,38660244602
Tether,USDT,18-03-2021,1.00146888,0.99870041,0.99903142,1.00092542,87360030730,38904898368
Tether,USDT,19-03-2021,1.00407295,1.00039534,1.00096825,1.00263235,78992617747,39311262206
Tether,USDT,20-03-2021,1.00410427,1.00160988,1.00276583,1.00223016,78910215980,39525018904
Tether,USDT,21-03-2021,1.00293203,0.99953797,1.00226359,1.00128004,75434025575,39567651238
Tether,USDT,22-03-2021,1.00405928,0.99895537,1.0011355,1.00181096,86052511859,39626700644
Tether,USDT,23-03-2021,1.00244423,1.00036483,1.00181097,1.0011948,87718238071,39702747918
Tether,USDT,24-03-2021,1.00232046,0.99971921,1.00102449,1.00130131,97177670255,39890351375
Tether,USDT,25-03-2021,1.0015339,0.9997254,1.00124175,1.00101636,97273950074,40329456619
Tether,USDT,26-03-2021,1.00255855,0.99955982,1.00103266,1.00122202,82935770974,40274665487
Tether,USDT,27-03-2021,1.00193433,0.9998715,1.00128611,1.00060086,73586222744,40185072295
Tether,USDT,28-03-2021,1.00241289,1.00008242,1.00050298,1.00060718,69313550904,40500517197
Tether,USDT,29-03-2021,1.00067562,0.9992585,1.00063862,0.99975875,80873581836,40467698670
Tether,USDT,30-03-2021,1.00100002,0.99900499,0.99980395,1.00089602,82702790409,40681086817
Tether,USDT,31-03-2021,1.00245294,0.99937843,1.00081586,1.00001997,1.11254E+11,40723981487
Tether,USDT,01-04-2021,1.00154452,0.99971465,0.99998344,1.00046387,1.0831E+11,40742058575
Tether,USDT,02-04-2021,1.00232377,0.99842337,1.00061541,1.0005762,1.03736E+11,41708271322
Tether,USDT,03-04-2021,1.00326065,0.99804691,1.0005077,1.00308528,1.09584E+11,42440290238
Tether,USDT,04-04-2021,1.01151554,1.00108201,1.00314456,1.00340205,99459708393,42503862984
Tether,USDT,05-04-2021,1.00485066,0.99978564,1.00343818,1.00025367,1.32303E+11,42390503282
Tether,USDT,06-04-2021,1.0020116,0.99952358,1.00010584,1.00167979,1.45941E+11,43062968453
Tether,USDT,07-04-2021,1.00258948,1.00036981,1.00160668,1.00185473,1.61006E+11,43135955532
Tether,USDT,08-04-2021,1.00188256,1.00014444,1.00188256,1.00016716,1.0031E+11,43647092968
Tether,USDT,09-04-2021,1.00175363,1.00024217,1.0006595,1.00109783,86500025530,43841876425
Tether,USDT,10-04-2021,1.00215904,0.99740406,1.00110877,1.0004688,1.1156E+11,44397226113
Tether,USDT,11-04-2021,1.002583,0.99869383,1.0005236,1.00217661,1.00278E+11,44521618210
Tether,USDT,12-04-2021,1.00223544,0.99894078,1.00216142,0.99993669,1.06711E+11,44447108385
Tether,USDT,13-04-2021,1.00129599,0.99882877,1.00001944,0.99927457,1.37133E+11,45355595567
Tether,USDT,14-04-2021,1.00264273,0.99901194,0.99923545,1.00158989,1.72073E+11,45928655478
Tether,USDT,15-04-2021,1.0036961,1.00050752,1.00149623,1.00087713,1.34206E+11,46531190377
Tether,USDT,16-04-2021,1.00391506,1.00009314,1.00108553,1.00234538,2.32378E+11,46981343646
Tether,USDT,17-04-2021,1.01186761,0.99954917,1.00243375,1.01152966,1.78501E+11,48354952205
Tether,USDT,18-04-2021,1.02804546,0.99980011,1.01140391,1.00010421,2.26468E+11,48080200312
Tether,USDT,19-04-2021,1.00019978,0.99980001,0.99995263,0.99986532,1.69647E+11,48140002226
Tether,USDT,20-04-2021,1.00019982,0.99980059,0.99993574,0.99993812,1.71215E+11,48686983805
Tether,USDT,21-04-2021,1.0001999,0.99980168,1.00009212,0.99993175,1.3053E+11,49056479729
Tether,USDT,22-04-2021,1.00019933,0.99980036,0.9999436,1.00008959,1.66853E+11,49325346964
Tether,USDT,23-04-2021,1.00019992,0.99980075,0.9999458,1.00016189,2.00928E+11,49288865014
Tether,USDT,24-04-2021,1.00019945,0.99980002,1.00013799,0.99990911,1.05265E+11,49426761825
Tether,USDT,25-04-2021,1.00019999,0.99980016,1.00013639,0.99993413,91733321074,49961963197
Tether,USDT,26-04-2021,1.00019999,0.99980014,1.00015498,1.0000417,1.14746E+11,50008339565
Tether,USDT,27-04-2021,1.00019995,0.99980014,0.99984051,1.00006249,1.00849E+11,50309001546
Tether,USDT,28-04-2021,1.00019987,0.99980051,1.00016344,1.00005234,1.07174E+11,50928908903
Tether,USDT,29-04-2021,1.00019923,0.99980085,0.9998135,0.99996558,93716158086,51010197190
Tether,USDT,30-04-2021,1.00019984,0.99980032,1.00004441,1.00000862,99120376275,50995492789
Tether,USDT,01-05-2021,1.00019989,0.9998,0.99987111,1.00011075,93561408428,51506811114
Tether,USDT,02-05-2021,1.00019961,0.99980032,0.99991164,1.00013222,87140031400,51788836340
Tether,USDT,03-05-2021,1.0001997,0.99980001,0.99995943,1.00016493,1.15366E+11,52061575124
Tether,USDT,04-05-2021,1.00019873,0.99980013,0.99993105,0.99995116,1.84508E+11,52165642161
Tether,USDT,05-05-2021,1.00019896,0.99980031,0.99998329,0.99987478,1.94666E+11,52831054811
Tether,USDT,06-05-2021,1.00019997,0.99980001,1.00006911,1.00016893,2.09142E+11,53567235043
Tether,USDT,07-05-2021,1.0002,0.99980016,1.00004783,1.00016611,1.95954E+11,54696268617
Tether,USDT,08-05-2021,1.00019977,0.99980022,0.99994924,1.00007757,1.5497E+11,55270281442
Tether,USDT,09-05-2021,1.00019987,0.99980123,1.000168,1.00005767,1.77125E+11,55539697237
Tether,USDT,10-05-2021,1.00019913,0.99980009,0.99980127,1.00013654,1.96654E+11,55799111960
Tether,USDT,11-05-2021,1.0002,0.99980038,0.99981274,0.99996725,1.75305E+11,56516074008
Tether,USDT,12-05-2021,1.00019982,0.9998,1.00006733,0.99999281,1.79881E+11,57285613367
Tether,USDT,13-05-2021,1.00019964,0.999801,0.99992023,0.99986797,2.38503E+11,57748267810
Tether,USDT,14-05-2021,1.00019996,0.99980035,1.00009586,0.99996491,1.5767E+11,57753866538
Tether,USDT,15-05-2021,1.00019996,0.99980108,0.99996028,0.99982253,1.6024E+11,58220464099
Tether,USDT,16-05-2021,1.00019936,0.99980064,1.00012398,0.99997528,1.5619E+11,58308356801
Tether,USDT,17-05-2021,1.00019995,0.99980021,0.99985138,0.9998022,1.74106E+11,58162791377
Tether,USDT,18-05-2021,1.00199525,0.99980153,0.99998314,1.00068048,1.39498E+11,58213884694
Tether,USDT,19-05-2021,1.00199946,0.99862781,1.00062034,1.00161636,2.79067E+11,58434509612
Tether,USDT,20-05-2021,1.00199638,1.00088795,1.00172458,1.00185206,2.03389E+11,58126966085
Tether,USDT,21-05-2021,1.00199988,1.00095588,1.00190705,1.00188755,1.75789E+11,58622332737
Tether,USDT,22-05-2021,1.00199715,1.00065763,1.0019621,1.00155538,1.23184E+11,59506803491
Tether,USDT,23-05-2021,1.00199551,1.00044535,1.00156926,1.00167359,1.66357E+11,59533859941
Tether,USDT,24-05-2021,1.0019977,1.00102922,1.00162312,1.00147161,1.50727E+11,59817790390
Tether,USDT,25-05-2021,1.00199971,1.00101013,1.00142428,1.0011486,1.33338E+11,60124587561
Tether,USDT,26-05-2021,1.00199856,1.00080942,1.00111253,1.00176644,1.15347E+11,60814128036
Tether,USDT,27-05-2021,1.00199867,1.00069793,1.00178937,1.00099112,98115089359,60978925181
Tether,USDT,28-05-2021,1.00167154,1.00034432,1.00090699,1.00048137,1.14445E+11,61155331787
Tether,USDT,29-05-2021,1.00117171,1.00008632,1.00049969,1.00039212,93338666927,61310543010
Tether,USDT,30-05-2021,1.00082072,0.99965014,1.00037216,1.00006295,76081689608,61742398036
Tether,USDT,31-05-2021,1.00126772,0.99996478,0.99998572,1.00053281,87983357586,61816254266
Tether,USDT,01-06-2021,1.00106551,0.99973948,1.00047756,1.00010865,84110288079,61790048179
Tether,USDT,02-06-2021,1.00085208,0.99975994,1.00007064,1.00055005,80399629557,61789958474
Tether,USDT,03-06-2021,1.0009268,0.99997974,1.00036493,1.00057072,79950612936,61706136009
Tether,USDT,04-06-2021,1.00147233,1.00008857,1.00045465,1.00103757,92563710563,62002522360
Tether,USDT,05-06-2021,1.00162479,1.00008591,1.00114612,1.00031258,74062610826,62228700924
Tether,USDT,06-06-2021,1.0010213,1.00027879,1.00047026,1.00083959,54108953419,62298516611
Tether,USDT,07-06-2021,1.00121588,0.99991444,1.00085324,1.00078862,70487554952,62295343953
Tether,USDT,08-06-2021,1.00163419,1.00039937,1.00072942,1.00119008,96727203765,62354474178
Tether,USDT,09-06-2021,1.00155924,1.00023053,1.00121296,1.00057216,92231696007,62411541573
Tether,USDT,10-06-2021,1.00103935,1.00016485,1.00053171,1.00073789,72706032485,62632364071
Tether,USDT,11-06-2021,1.00099789,0.99994571,1.00076436,1.0005113,62233050872,62620384240
Tether,USDT,12-06-2021,1.00121145,1.00009551,1.00048454,1.0011399,62020661713,62663050030
Tether,USDT,13-06-2021,1.0012916,0.9995689,1.00113661,0.99973289,62855843708,62574982574
Tether,USDT,14-06-2021,1.0007816,0.99961714,0.99969507,1.00062581,64693139740,62630871998
Tether,USDT,15-06-2021,1.01042494,0.99974342,1.00046466,1.00037721,69666548571,62616232819
Tether,USDT,16-06-2021,1.0009107,0.99938757,1.00038844,1.0000229,60779453764,62594279320
Tether,USDT,17-06-2021,1.00074513,0.99974246,1.00011216,1.00074513,55428282562,62597454763
Tether,USDT,18-06-2021,1.00199982,0.99987916,1.00070401,1.00174913,58250506049,62654244988
Tether,USDT,19-06-2021,1.00199597,1.00038181,1.00164624,1.00145053,48324762375,62667104003
Tether,USDT,20-06-2021,1.00161192,1.00034771,1.00154847,1.00087549,57176763747,62631120301
Tether,USDT,21-06-2021,1.00178154,0.99995343,1.00091401,1.00008932,90616591970,62636929360
Tether,USDT,22-06-2021,1.001777,0.9998962,1.00015641,1.00100216,1.01175E+11,62554522235
Tether,USDT,23-06-2021,1.00114198,1.00039045,1.00096185,1.00074583,78451207170,62746499836
Tether,USDT,24-06-2021,1.00098416,0.99990836,1.00072561,1.00014878,54635236494,62654670736
Tether,USDT,25-06-2021,1.00058317,0.99895275,1.00009337,0.99984496,66436810480,62534871778
Tether,USDT,26-06-2021,1.00132082,0.99968596,0.9998552,1.0012141,60323833680,62601063121
Tether,USDT,27-06-2021,1.00199974,1.00052357,1.00126034,1.00064173,53158745469,62565275501
Tether,USDT,28-06-2021,1.00080349,0.99988257,1.00068866,0.99992833,56773812735,62529660929
Tether,USDT,29-06-2021,1.0008109,0.99990089,0.99995095,1.00002372,64868482234,62456008114
Tether,USDT,30-06-2021,1.00063412,0.99970632,1.00005345,1.00021572,62591206838,62468888600
Tether,USDT,01-07-2021,1.00064032,0.99999746,1.00020115,1.00022626,54577458289,62392336245
Tether,USDT,02-07-2021,1.0008299,0.99999079,1.00030104,1.00003271,45626594041,62375915504
Tether,USDT,03-07-2021,1.00067375,0.99991445,1.00004628,0.99995627,41194990425,62371147505
Tether,USDT,04-07-2021,1.00016502,0.99890242,0.99998671,0.99950088,43066655708,62342742988
Tether,USDT,05-07-2021,1.00104042,0.99942645,0.99942645,1.00066742,47215849676,62415504732
Tether,USDT,06-07-2021,1.00087859,0.99982511,1.00072822,1.00009009,51054194253,62333837884
